,USAF,Site Name,State,Latitude,Longitude,Avg hourly ETR in 2005 (Wh/m^2),Avg hourly METSTAT in 2005 (Wh/m^2),rand,class
526,725480,WATERLOO MUNICIPAL AP,IA,42.55,-92.4,319.7356164,63.7076484,0.571296066,0
527,724236,JACKSON JULIAN CARROLL AP,KY,37.583,-83.317,340.1323059,69.17214612,0.572524549,2
528,725488,OELWEN,IA,42.683,-91.967,319.1665525,64.16541096,0.572719994,0
529,747187,PALM SPRINGS THERMAL AP,CA,33.633,-116.167,354.9739726,47.80719178,0.576024301,2
530,726073,WATERVILLE (AWOS),ME,44.533,-69.683,311.1065068,53.17534247,0.576034405,0
531,725073,PROVINCETOWN (AWOS),MA,42.067,-70.217,321.7986301,64.85216895,0.577667794,1
532,726546,WATERTOWN MUNICIPAL AP,SD,44.933,-97.15,309.3452055,56.38196347,0.578010668,0
533,727676,MINOT FAA AP,ND,48.267,-101.283,294.2474886,55.99589041,0.57810104,0
534,726404,MINOCQUA/WOODRUFF,WI,45.933,-89.733,304.8789954,58.02260274,0.578541919,0
535,722350,JACKSON INTERNATIONAL AP,MS,32.317,-90.083,359.6184932,76.30844749,0.579207144,2
536,726515,BROOKINGS (AWOS),SD,44.3,-96.817,312.1390411,58.70148402,0.579951676,0
537,723530,OKLAHOMA CITY WILL ROGERS WOR,OK,35.383,-97.6,348.5651826,72.52385845,0.580296428,2
538,722285,GADSEN MUNI (AWOS),AL,33.967,-86.083,353.7694064,72.65856164,0.581189913,2
539,722735,DOUGLAS BISBEE-DOUGLAS INTL A,AZ,31.467,-109.6,362.538242,44.82910959,0.581792827,2
540,724517,GREAT BEND (AWOS),KS,38.35,-98.867,337.1106164,59.28573059,0.582418055,1
541,723810,EDWARDS AFB,CA,34.9,-117.867,350.3634703,59.67100457,0.582884818,2
542,723860,LAS VEGAS MCCARRAN INTL AP,NV,36.083,-115.15,345.9228311,67.71757991,0.584568998,2
543,723230,HUNTSVILLE INTL/JONES FIELD,AL,34.65,-86.783,351.2807078,79.8859589,0.584938133,2
544,723416,STUTTGART (AWOS),AR,34.6,-91.567,351.4635845,68.28995434,0.5858698,2
545,724815,MERCED/MACREADY FLD,CA,37.283,-120.517,341.3090183,59.96678082,0.58871308,2
546,723417,PINE BLUFF FAA AP,AR,34.167,-91.933,353.0461187,67.37134703,0.590022779,2
547,724105,STAUNTON/SHENANDOAH,VA,38.267,-78.9,337.4349315,66.71586758,0.590695414,1
548,726499,ESTHERVILLE MUNI,IA,43.4,-94.75,316.0722603,60.33527397,0.591131465,0
549,726400,MILWAUKEE MITCHELL INTL AP,WI,42.95,-87.9,318.0194064,73.66050228,0.597109266,0
550,727530,FARGO HECTOR INTERNATIONAL AP,ND,46.933,-96.817,300.3605023,55.99828767,0.598407299,0
551,727910,ASTORIA REGIONAL AIRPORT,OR,46.15,-123.883,303.9027397,58.59041096,0.600888219,0
552,722570,FORT HOOD,TX,31.133,-97.717,363.6666667,80.24269406,0.601290572,2
553,723150,ASHEVILLE REGIONAL ARPT,NC,35.433,-82.533,348.3726027,71.55445205,0.602117599,2
554,725846,TRUCKEE-TAHOE,CA,39.317,-120.133,333.2221461,65.27899543,0.602338859,1
555,724580,CONCORDIA BLOSSER MUNI AP,KS,39.55,-97.65,332.2761416,59.82100457,0.604378864,1
556,727474,EVELETH MUNI (AWOS),MN,47.4,-92.5,298.2288813,57.39589041,0.604723201,0
557,726550,ST CLOUD REGIONAL ARPT,MN,45.55,-94.05,306.5898402,59.96164384,0.605073953,0
558,722040,MELBOURNE REGIONAL AP,FL,28.117,-80.65,373.3889269,83.64326484,0.605134452,2
559,726196,MILLINOCKET MUNICIPAL AP,ME,45.65,-68.683,306.1506849,55.74349315,0.60633221,0
560,723403,LITTLE ROCK ADAMS FIELD,AR,34.75,-92.233,350.9130137,78.29920091,0.606531338,2
561,725565,COLUMBUS MUNI,NE,41.45,-97.333,324.4044521,62.81792237,0.6071561,1
562,724273,PARKERSBURG WOOD COUNTY AP,WV,39.35,-81.433,333.0869863,71.30376712,0.609913159,1
563,725525,HASTINGS MUNICIPAL,NE,40.6,-98.433,327.9599315,59.09805936,0.609961713,1
564,745980,LANGLEY AFB,VA,37.083,-76.35,342.0849315,79.36757991,0.610967238,2
565,722683,SIERRA BLANCA RGNL,NM,33.467,-105.533,355.5675799,48.91004566,0.611053205,2
566,722345,MERIDIAN NAAS,MS,32.55,-88.567,358.806621,83.1510274,0.612689801,2
567,725029,OXFORD (AWOS),CT,41.483,-73.133,324.2638128,66.37796804,0.612799734,1
568,727504,AITKIN NDB(AWOS),MN,46.55,-93.683,302.1019406,59.25011416,0.613794129,0
569,724373,TERRE HAUTE HULMAN REGIONAL A,IN,39.45,-87.3,332.6811644,66.79920091,0.614437667,1
570,724760,GRAND JUNCTION WALKER FIELD,CO,39.133,-108.533,333.9679224,56.37226027,0.615108068,1
571,725197,UTICA ONEIDA COUNTY AP,NY,43.15,-75.383,317.156621,62.41792237,0.615877646,0
572,724290,DAYTON INTERNATIONAL AIRPORT,OH,39.9,-84.217,330.8504566,69.79965753,0.617068571,1
573,725130,WILKES-BARRE SCRANTON INTL AP,PA,41.333,-75.733,324.9005708,69.41484018,0.617071607,1
574,722390,FORT POLK AAF,LA,31.05,-93.183,363.9441781,84.47431507,0.620394418,2
575,723540,OKLAHOMA CITY TINKER AFB,OK,35.417,-97.383,348.4380137,76.0489726,0.623971456,2
576,727476,BAUDETTE INTERNATIONAL AP,MN,48.717,-94.6,292.1679224,56.23093607,0.624168421,0
577,723445,FAYETTEVILLE DRAKE FIELD,AR,36.0,-94.167,346.2392694,64.86210046,0.626075149,2
578,722927,CARLSBAD/PALOMAR,CA,33.133,-117.283,356.7593607,65.73321918,0.626734509,2
579,725660,SCOTTSBLUFF W B HEILIG FIELD,NE,41.867,-103.6,322.6487443,51.57020548,0.630912207,1
580,724084,BELMAR ASC,NJ,40.183,-74.067,329.6873288,66.25079909,0.63121653,1
581,725780,POCATELLO REGIONAL AP,ID,42.917,-112.567,318.1555936,59.54954338,0.631370297,0
582,722526,COTULLA FAA AP,TX,28.45,-99.217,372.353653,71.51369863,0.634975069,2
583,724010,RICHMOND INTERNATIONAL AP,VA,37.517,-77.317,340.3986301,79.21940639,0.635348752,2
584,723346,JACKSON MCKELLAR-SIPES REGL A,TN,35.6,-88.917,347.7458904,68.62363014,0.636000477,2
585,726567,NEW ULM MUNI (AWOS),MN,44.317,-94.5,312.061758,61.57945205,0.637553845,0
586,726904,ROSEBURG REGIONAL AP,OR,43.233,-123.35,316.7961187,55.80593607,0.63819987,0
587,726498,FAIR FIELD,IA,41.05,-91.983,326.0849315,65.28915525,0.63840007,1
588,724830,SACRAMENTO EXECUTIVE ARPT,CA,38.5,-121.5,336.5084475,57.00810502,0.645557923,1
589,722710,TRUTH OR CONSEQUENCES MUNI AP,NM,33.233,-107.267,356.4045662,45.55684932,0.646108522,2
590,726959,AURORA STATE,OR,45.25,-122.767,307.9321918,58.45559361,0.646933295,0
591,723145,HICKORY REGIONAL AP,NC,35.733,-81.383,347.2476027,67.66575342,0.648490382,2
592,727923,HOQUIAM AP,WA,46.983,-123.933,300.1347032,56.36130137,0.651228169,0
593,699604,YUMA MCAS,AZ,32.65,-114.617,358.4577626,67.49098174,0.651688529,2
594,723566,MCALESTER MUNICIPAL AP,OK,34.9,-95.783,350.3573059,62.94360731,0.653491687,2
595,727686,WOLF POINT INTL [FORT PECK - SURFRAD],MT,48.31,-105.1,294.0510274,50.1890411,0.654686893,0
596,725830,WINNEMUCCA MUNICIPAL ARPT,NV,40.9,-117.8,326.7140411,50.65376712,0.655239262,1
597,742070,GRAY AAF,WA,47.083,-122.583,299.6760274,68.88789954,0.657739975,0
598,724354,SOMERSET(AWOS),KY,38.0,-84.6,338.4949772,71.25490868,0.657759266,1
599,722175,WARNER ROBINS AFB,GA,32.633,-83.6,358.5205479,84.54429224,0.657780987,2
600,722904,CHULA VISTA BROWN FIELD NAAS,CA,32.583,-116.983,358.697032,60.5053653,0.657995468,2
601,722070,SAVANNAH INTL AP,GA,32.117,-81.2,360.3107306,77.38059361,0.658171705,2
602,727340,SAULT STE MARIE SANDERSON FIE,MI,46.467,-84.35,302.4696347,54.78995434,0.658387311,0
603,725486,BOONE MUNI,IA,42.05,-93.85,321.8738584,62.14155251,0.658665072,1
604,746710,FORT CAMPBELL AAF,KY,36.667,-87.483,343.6898402,81.23436073,0.660762257,2
605,722146,GAINESVILLE REGIONAL AP,FL,29.7,-82.283,368.3884703,77.00696347,0.661150437,2
606,722885,SANTA MONICA MUNI,CA,34.017,-118.45,353.5886986,63.28378995,0.662523691,2
607,724286,ZANESVILLE MUNICIPAL AP,OH,39.95,-81.9,330.6430365,69.53378995,0.66385057,1
608,723407,JONESBORO MUNI,AR,35.833,-90.65,346.8714612,70.38812785,0.66385567,2
609,726797,BOZEMAN GALLATIN FIELD,MT,45.8,-111.15,305.4799087,54.97773973,0.66447485,0
610,724454,FARMINGTON,MO,37.767,-90.4,339.4130137,63.06141553,0.66481916,1
611,722286,TUSCALOOSA MUNICIPAL AP,AL,33.217,-87.617,356.4533105,72.89783105,0.666556175,2
612,725476,DECORAH,IA,43.283,-91.733,316.576484,64.03847032,0.668913576,0
613,724288,OHIO STATE UNIVERSI,OH,40.067,-83.067,330.1591324,69.19052511,0.669285903,1
614,724080,PHILADELPHIA INTERNATIONAL AP,PA,39.867,-75.233,330.9803653,75.09417808,0.669943273,1
615,726585,MANKATO(AWOS),MN,44.217,-93.917,312.5035388,61.11232877,0.673957782,0
616,723083,FRANKLIN NAAS,VA,36.7,-76.9,343.5623288,70.49851598,0.674530399,2
617,724075,MILLVILLE MUNICIPAL AP,NJ,39.367,-75.083,333.0203196,67.52694064,0.674583187,1
618,725088,BEVERLY MUNI,MA,42.583,-70.917,319.5932648,61.20034247,0.676629535,0
619,723815,DAGGETT BARSTOW-DAGGETT AP,CA,34.85,-116.8,350.5405251,42.20844749,0.676674237,2
620,726560,FERGUS FALLS(AWOS),MN,46.283,-96.15,303.301484,59.0716895,0.676758255,0
621,724140,CHARLESTON YEAGER ARPT,WV,38.383,-81.583,336.9754566,79.01769406,0.676828505,1
622,727535,JAMESTOWN MUNICIPAL ARPT,ND,46.917,-98.683,300.4384703,56.15924658,0.677064809,0
623,723415,MEMORIAL FLD,AR,34.467,-93.1,351.9501142,67.84771689,0.678218778,2
624,726350,GRAND RAPIDS KENT COUNTY INT',MI,42.883,-85.517,318.308105,72.85582192,0.679380904,0
625,726547,GLENWOOD (ASOS),MN,45.65,-95.317,306.1527397,59.42636986,0.679635522,0
626,747810,MOODY AFB/VALDOSTA,GA,30.967,-83.2,364.2219178,88.17808219,0.680016822,2
627,747750,TYNDALL AFB,FL,30.067,-85.583,367.2018265,87.18025114,0.681559555,2
628,722039,FORT LAUDERDALE,FL,26.2,-80.167,379.1103881,87.70353881,0.683014547,2
629,724400,SPRINGFIELD REGIONAL ARPT,MO,37.233,-93.383,341.5020548,63.64417808,0.684997202,2
630,726566,PIPESTONE (AWOS),MN,43.983,-96.317,313.5336758,59.45707763,0.685024056,0
631,723418,TEXARKANA WEBB FIELD,AR,33.45,-94.0,355.6284247,69.74018265,0.685736693,2
632,723965,PASO ROBLES MUNICIPAL ARPT,CA,35.667,-120.633,347.4916667,52.40525114,0.687667258,2
633,722520,LAREDO INTL AP [UT],TX,27.57,-99.49,375.0539954,65.45673516,0.687745047,2
634,727344,CHIPPEWA CO INTL,MI,46.25,-84.467,303.4560502,57.00034247,0.688443027,0
635,727452,CROOKSTON MUNI FLD,MN,47.85,-96.617,296.168379,56.82899543,0.688736082,0
636,725650,DENVER INTL AP,CO,39.833,-104.65,331.1150685,75.28789954,0.690514502,1
637,725958,ALTURAS,CA,41.5,-120.533,324.1995434,51.28664384,0.691998211,1
638,723489,CAPE GIRARDEAU MUNICIPAL AP,MO,37.233,-89.567,341.5012557,65.48082192,0.693624775,2
639,724838,YUBA CO,CA,39.1,-121.567,334.1058219,55.38116438,0.694566205,1
640,727675,MINOT AFB,ND,48.417,-101.35,293.5560502,67.35479452,0.694859824,0
641,725560,NORFOLK KARL STEFAN MEM ARPT,NE,41.983,-97.433,322.1558219,59.54828767,0.695334296,1
642,725845,BLUE CANYON AP,CA,39.3,-120.717,333.2944064,48.65684932,0.701333089,1
643,727857,PULLMAN/MOSCOW RGNL,WA,46.75,-117.117,301.1921233,49.16426941,0.702406754,0
644,722016,MARATHON AIRPORT,FL,24.733,-81.05,383.2400685,76.13321918,0.703036533,2
645,722110,TAMPA INTERNATIONAL AP,FL,27.967,-82.533,373.8488584,90.03949772,0.703609891,2
646,723035,FAYETTEVILLE RGNL G,NC,34.983,-78.883,350.0503425,68.77488584,0.704016083,2
647,727830,LEWISTON NEZ PERCE CNTY AP,ID,46.367,-117.017,302.9259132,50.40228311,0.704049951,0
648,725350,SOUTH BEND MICHIANA RGNL AP,IN,41.7,-86.333,323.3553653,70.66894977,0.704216303,1
649,724030,WASHINGTON DC DULLES INT'L AR [STERLING - ISIS],VA,38.98,-77.47,334.5828767,76.73287671,0.705427926,1
650,743700,FORT DRUM/WHEELER-S,NY,44.05,-75.717,313.2359589,71.00022831,0.705907221,0
651,723700,KINGMAN (AMOS),AZ,35.267,-113.95,348.9981735,45.53995434,0.706706864,2
652,725190,SYRACUSE HANCOCK INT'L ARPT,NY,43.117,-76.1,317.2952055,72.1140411,0.706835086,0
653,727445,IRONWOOD (AWOS),MI,46.533,-90.133,302.1762557,58.55707763,0.70733857,0
654,746943,ELIZABETH CITY COAST GUARD AI [NREL],NC,36.3,-76.25,345.0966895,63.83789954,0.707864299,2
655,722116,ST PETERSBURG CLEAR,FL,27.9,-82.683,374.0501142,75.78401826,0.70916007,2
656,722785,LUKE AFB,AZ,33.55,-112.367,355.2715753,67.8869863,0.70958403,2
657,724365,HUNTINGBURG,IN,38.25,-86.95,337.5038813,68.31552511,0.710514118,1
658,727845,PASCO,WA,46.267,-119.117,303.3778539,47.3053653,0.711981116,0
659,727473,CRANE LAKE (AWOS),MN,46.267,-92.567,303.3746575,64.02614155,0.712105278,0
660,724500,WICHITA MID-CONTINENT AP,KS,37.65,-97.433,339.8762557,69.93116438,0.713324451,1
661,724297,CINCINNATI MUNICIPAL AP LUNKI,OH,39.1,-84.417,334.0992009,67.58869863,0.715578629,1
662,725464,NEWTON MUNI,IA,41.683,-93.017,323.4270548,64.88344749,0.715808541,1
663,726583,LITCHFIELD MUNI,MN,45.1,-94.5,308.6007991,60.3152968,0.716136514,0
664,724450,COLUMBIA REGIONAL AIRPORT,MO,38.817,-92.217,335.2396119,66.56655251,0.717503753,1
665,724936,CONCORD CONCORD-BUCHANAN FIEL,CA,38.0,-122.05,338.4978311,60.82785388,0.717588689,1
666,722053,ORLANDO EXECUTIVE AP,FL,28.55,-81.333,372.0452055,79.12283105,0.721596689,2
667,727033,HOULTON INTL ARPT,ME,46.117,-67.8,304.0505708,55.86906393,0.722985868,0
668,723075,OCEANA NAS,VA,36.817,-76.033,343.1146119,77.24372146,0.724797109,2
669,725533,FALLS CITY/BRENNER,NE,40.083,-95.6,330.0952055,62.31369863,0.725752084,1
670,725086,DANBURY MUNICIPAL,CT,41.367,-73.483,324.7527397,66.03070776,0.726827486,1
671,726064,SANFORD MUNI (AWOS),ME,43.4,-70.717,316.0702055,52.843379,0.727337235,0
672,745985,MARTINSVILLE,VA,36.633,-80.017,343.8227169,64.66415525,0.729210227,2
673,725250,YOUNGSTOWN REGIONAL AIRPORT,OH,41.25,-80.667,325.2480594,75.31815068,0.729399477,1
674,727645,DICKINSON MUNICIPAL AP,ND,46.8,-102.8,300.9665525,53.97226027,0.732471272,0
675,727826,EPHRATA AP FCWOS,WA,47.3,-119.517,298.6855023,48.65776256,0.733141264,0
676,724016,CHARLOTTESVILLE FAA,VA,38.133,-78.45,337.9670091,70.87020548,0.733260428,1
677,725540,BELLEVUE OFFUTT AFB,NE,41.117,-95.917,325.8075342,73.00273973,0.734082296,1
678,722235,MOBILE DOWNTOWN AP,AL,30.633,-88.067,365.3363014,81.6533105,0.734358329,2
679,724677,GUNNISON CO. (AWOS),CO,38.533,-106.933,336.380137,48.49623288,0.734508671,1
680,722260,MONTGOMERY DANNELLY FIELD,AL,32.3,-86.4,359.6761416,77.99474886,0.735959299,2
681,726115,SPRINGFIELD/HARTNES,VT,43.35,-72.517,316.2872146,62.04212329,0.736614247,0
682,726227,WATERTOWN AP,NY,44.0,-76.017,313.452968,58.88961187,0.736861408,0
683,726865,SALMON/LEMHI (AWOS),ID,45.117,-113.883,308.5275114,53.9413242,0.737230776,0
684,725564,FREMONT MUNI ARPT,NE,41.45,-96.517,324.40879,62.74851598,0.737356502,1
685,725645,LARAMIE GENERAL BREES FIELD,WY,41.317,-105.683,324.9676941,49.55342466,0.740512975,1
686,724915,MONTEREY NAF,CA,36.6,-121.867,343.9503425,59.62214612,0.741431914,2
687,722210,VALPARAISO ELGIN AFB,FL,30.483,-86.517,365.8343607,88.28949772,0.741666807,2
688,724335,MOUNT VERNON (AWOS),IL,38.317,-88.867,337.2344749,66.22351598,0.742585974,1
689,726587,WORTHINGTON (AWOS),MN,43.65,-95.583,314.9825342,61.64041096,0.745572579,0
690,724127,LEWISBURG/GREENBRIE,WV,37.867,-80.4,339.0181507,68.84063927,0.74683623,1
691,725775,EVANSTON/BURNS FLD,WY,41.283,-111.033,325.1089041,45.14497717,0.746949147,1
692,722487,ALEXANDRIA ESLER REGIONAL AP,LA,31.4,-92.3,362.7649543,72.32671233,0.746988944,2
693,723604,CHILDRESS MUNICIPAL AP,TX,34.433,-100.283,352.0711187,58.0760274,0.749211205,2
694,725037,WHITE PLAINS WESTCHESTER CO A,NY,41.067,-73.717,326.0165525,73.63641553,0.749378166,1
695,725510,LINCOLN MUNICIPAL ARPT,NE,40.833,-96.767,326.9957763,61.65559361,0.750165484,1
696,726700,CODY MUNI (AWOS),WY,44.517,-109.017,311.1817352,51.10068493,0.751308269,0
697,722029,MIAMI/KENDALL-TAMIA,FL,25.65,-80.433,380.6840183,89.87945205,0.753594022,2
698,726468,PHILLIPS/PRICE CO.,WI,45.7,-90.4,305.9262557,57.90308219,0.754901905,0
699,722886,VAN NUYS AIRPORT,CA,34.217,-118.483,352.8650685,69.91541096,0.759331828,2
700,725724,PROVO MUNI (AWOS),UT,40.217,-111.717,329.5430365,49.42579909,0.760225245,1
701,724089,WILMINGTON NEW CASTLE CNTY AP,DE,39.667,-75.6,331.7976027,66.73949772,0.761486468,1
702,724955,NAPA CO. AIRPORT,CA,38.217,-122.283,337.6341324,65.50605023,0.763072574,1
703,722784,DEER VALLEY/PHOENIX,AZ,33.683,-112.083,354.7941781,46.82945205,0.765410523,2
704,726810,BOISE AIR TERMINAL [UO],ID,43.62,-116.21,315.1152968,45.99406393,0.765529102,0
705,723406,WALNUT RIDGE (AWOS),AR,36.133,-90.917,345.7334475,68.88687215,0.767708325,2
706,725910,RED BLUFF MUNICIPAL ARPT,CA,40.15,-122.25,329.8218037,51.14417808,0.767887484,1
707,726385,MANISTEE (AWOS),MI,44.267,-86.25,312.2800228,60.58527397,0.769409937,0
708,722900,SAN DIEGO LINDBERGH FIELD,CA,32.733,-117.167,358.1721461,77.38892694,0.769697247,2
709,725470,DUBUQUE REGIONAL AP,IA,42.4,-90.7,320.3784247,63.64988584,0.770124577,1
710,724920,STOCKTON METROPOLITAN ARPT,CA,37.9,-121.233,338.8893836,56.9890411,0.770753826,1
711,724058,ABINGTON,VA,36.683,-82.033,343.6292237,74.45833333,0.774028105,2
712,722400,LAKE CHARLES REGIONAL ARPT,LA,30.117,-93.233,367.0347032,74.68561644,0.774734664,2
713,724650,GOODLAND RENNER FIELD,KS,39.367,-101.7,333.0186073,55.60559361,0.775881246,1
714,726050,CONCORD MUNICIPAL ARPT,NH,43.2,-71.5,316.9376712,61.63641553,0.77943836,0
715,727503,CAMBRIDGE MUNI,MN,45.567,-93.267,306.5247717,61.21974886,0.779891453,0
716,747540,ENGLAND AFB,LA,31.317,-92.55,363.0402968,71.89315068,0.779960238,2
717,745940,ANDREWS AFB,MD,38.817,-76.867,335.2364155,79.38184932,0.782207626,1
718,726355,BENTON HARBOR/ROSS,MI,42.133,-86.433,321.5148402,65.79805936,0.782530781,1
719,723106,FLORENCE REGIONAL AP,SC,34.183,-79.733,352.9855023,69.42328767,0.784873293,2
720,722357,NATCHEZ/HARDY(AWOS),MS,31.617,-91.3,362.0303653,72.33527397,0.785285937,2
721,725955,MONTAGUE SISKIYOU COUNTY AP,CA,41.783,-122.467,323.0071918,49.06940639,0.78584027,1
722,725185,GLENS FALLS AP,NY,43.35,-73.617,316.2873288,63.74920091,0.785959751,0
723,724927,LIVERMORE MUNICIPAL,CA,37.7,-121.817,339.6781963,60.71929224,0.787126153,1
724,722680,ROSWELL INDUSTRIAL AIR PARK,NM,33.3,-104.533,356.164726,54.42545662,0.787534436,2
725,722108,SOUTHWEST FLORIDA I,FL,26.533,-81.75,378.1393836,84.07180365,0.788584683,2
726,725485,MASON CITY MUNICIPAL ARPT,IA,43.15,-93.333,317.1565068,61.78835616,0.789757952,0
727,727556,SILVER BAY,MN,47.2,-91.4,299.1465753,57.343379,0.793861885,0
728,723550,FORT SILL POST FIELD AF,OK,34.65,-98.4,351.278653,76.77408676,0.794008744,2
729,725150,BINGHAMTON EDWIN A LINK FIELD,NY,42.2,-75.983,321.2319635,65.19257991,0.796725051,1
730,724275,WHEELING OHIO COUNTY AP,WV,40.183,-80.65,329.6868721,67.69360731,0.796727179,1
731,725126,ALTOONA BLAIR CO ARPT,PA,40.3,-78.317,329.2026256,70.79474886,0.798444869,1
732,722950,LOS ANGELES INTL ARPT,CA,33.933,-118.4,353.8916667,80.71849315,0.799086174,2
733,725090,BOSTON LOGAN INT'L ARPT,MA,42.367,-71.017,320.5167808,67.84931507,0.7990902,1
734,725267,FRANKLIN,PA,41.383,-79.867,324.6925799,65.54429224,0.801352701,1
735,726083,NORTHERN AROOSTOOK,ME,47.283,-68.317,298.7667808,55.89086758,0.803626236,0
736,723085,NORFOLK NAS,VA,36.95,-76.283,342.5988584,78.10342466,0.804913876,2
737,724106,DANVILLE FAA AP,VA,36.567,-79.333,344.0727169,70.14200913,0.80594331,2
738,727850,SPOKANE INTERNATIONAL AP [CHENEY - UO],WA,47.49,-117.589,297.8208904,68.92888128,0.806234561,0
739,724085,PHILADELPHIA NE PHILADELPHIA,PA,40.083,-75.017,330.098516,67.4119863,0.808319462,1
740,724666,DENVER/CENTENNIAL [GOLDEN - NREL],CO,39.742,-105.179,331.490411,76.7173516,0.808606338,1
741,726584,ST PAUL DOWNTOWN AP,MN,44.933,-93.05,309.340411,67.71769406,0.80947091,0
742,725060,OTIS ANGB,MA,41.65,-70.517,323.5658676,70.25239726,0.811141097,1
743,724507,CHANUTE MARTIN JOHNSON AP,KS,37.667,-95.483,339.8065068,62.85913242,0.812445333,1
744,725335,GRISSOM ARB,IN,40.65,-86.15,327.7490868,80.40194064,0.813676118,1
745,725690,CASPER NATRONA CO INTL AP,WY,42.9,-106.467,318.2339041,51.67819635,0.815358853,0
746,723783,GRAND CANYON NATL P,AZ,35.95,-112.15,346.4285388,48.71792237,0.818599905,2
747,722576,ROBERT GRAY AAF,TX,31.067,-97.833,363.8856164,79.16392694,0.819639319,2
748,722255,COLUMBUS METROPOLITAN ARPT,GA,32.517,-84.95,358.9234018,73.79600457,0.82018742,2
749,723265,CROSSVILLE MEMORIAL AP,TN,35.95,-85.083,346.4307078,71.57191781,0.820558404,2
750,722026,HOMESTEAD AFB,FL,25.483,-80.383,381.1560502,94.08127854,0.821039376,2
751,743945,MANCHESTER AIRPORT,NH,42.933,-71.433,318.0938356,61.20388128,0.821540208,0
752,746716,BOWLING GREEN WARREN CO AP,KY,36.983,-86.433,342.4716895,69.03584475,0.821811176,2
753,723895,PORTERVILLE (AWOS),CA,36.033,-119.067,346.1144977,57.39748858,0.823255643,2
754,723925,SANTA BARBARA MUNICIPAL AP,CA,34.433,-119.85,352.073516,63.71678082,0.825242169,2
755,725640,CHEYENNE MUNICIPAL ARPT,WY,41.15,-104.8,325.6682648,53.57157534,0.82661172,1
756,726625,ELLSWORTH AFB,SD,44.15,-103.1,312.8010274,68.86381279,0.826696355,0
757,723723,PRESCOTT LOVE FIELD,AZ,34.65,-112.417,351.2765982,50.4859589,0.826716111,2
758,726830,BURNS MUNICIPAL ARPT [UO],OR,43.52,-119.02,315.5494292,50.95502283,0.828239235,0
759,725566,O`NEILL/BAKER FIELD,NE,42.467,-98.683,320.0930365,58.56929224,0.828839678,1
760,725456,KEOKUK MUNI,IA,40.467,-91.433,328.5094749,65.84360731,0.829402469,1
761,722435,HOUSTON WILLIAM P HOBBY AP,TX,29.65,-95.283,368.5521689,88.31712329,0.829953054,2
762,724455,KIRKSVILLE REGIONAL AP,MO,40.1,-92.55,330.023516,62.79006849,0.830028461,1
763,724113,VIRGINIA TECH ARPT,VA,37.217,-80.417,341.5638128,78.44155251,0.831307814,2
764,724860,ELY YELLAND FIELD,NV,39.3,-114.85,333.2936073,46.70479452,0.831417921,1
765,724460,KANSAS CITY INT'L ARPT,MO,39.3,-94.717,333.2938356,70.62454338,0.83143587,1
766,723755,FLAGSTAFF PULLIAM ARPT,AZ,35.133,-111.667,349.4966895,0.0,0.831930505,2
767,725495,SHELDON,IA,43.217,-95.833,316.8649543,68.25730594,0.833545878,0
768,747686,KEESLER AFB,MS,30.417,-88.917,366.0492009,87.97945205,0.833606181,2
769,727575,GRAND FORKS AF,ND,47.967,-97.4,295.634589,68.02020548,0.834294441,0
770,726940,SALEM MCNARY FIELD,OR,44.9,-123.0,309.4868721,59.65742009,0.834960459,0
771,725497,COUNCIL BLUFFS,IA,41.267,-95.767,325.1777397,64.92271689,0.835000997,1
772,725905,UKIAH MUNICIPAL AP,CA,39.133,-123.2,333.9707763,53.52762557,0.835211046,1
773,724035,QUANTICO MCAS,VA,38.5,-77.3,336.5075342,77.0609589,0.835717121,1
774,723627,GALLUP SEN CLARKE FLD,NM,35.517,-108.783,348.0615297,50.21883562,0.836560098,2
775,726379,SAGINAW TRI CITY INTL AP,MI,43.533,-84.083,315.4956621,62.27773973,0.837070677,0
776,722020,MIAMI INTL AP,FL,25.817,-80.3,380.2130137,96.26712329,0.837250806,2
777,723805,NEEDLES AIRPORT,CA,34.767,-114.617,350.8515982,45.01107306,0.839306368,2
778,725810,WENDOVER USAF AUXILIARY FIELD,UT,40.717,-114.033,327.4754566,49.66575342,0.839424407,1
779,722030,WEST PALM BEACH INTL ARPT,FL,26.683,-80.1,377.7015982,93.56472603,0.840584472,2
780,723065,PITT GREENVILLE ARP,NC,35.633,-77.4,347.6223744,69.03493151,0.840898073,2
781,725715,HAYDEN/YAMPA (AWOS),CO,40.483,-107.217,328.4450913,48.975,0.841980315,1
782,726440,ROCHESTER INTERNATIONAL ARPT,MN,43.9,-92.5,313.8929224,61.493379,0.842964798,0
783,725489,ORANGE CITY,IA,42.983,-96.067,317.8745434,61.18333333,0.843116968,0
784,723090,CHERRY POINT MCAS,NC,34.9,-76.883,350.3552511,80.93515982,0.843156627,2
785,725080,HARTFORD BRADLEY INTL AP,CT,41.933,-72.683,322.366895,73.85730594,0.843218425,1
786,723200,ROME R B RUSSELL AP,GA,34.35,-85.167,352.3789954,71.51780822,0.843584397,2
787,726540,HURON REGIONAL ARPT,SD,44.4,-98.217,311.6993151,56.72363014,0.843648507,0
788,723820,PALMDALE AIRPORT,CA,34.633,-118.083,351.3398402,44.89840183,0.844742987,2
789,726077,BAR HARBOR (AWOS),ME,44.45,-68.367,311.4789954,51.10833333,0.844801125,0
790,726544,ORR,MN,48.017,-92.867,295.4035388,56.73196347,0.845821397,0
